id,nhogar,miembro,comuna,dominio,edad,parentesco_jefe,situacion_conyugal,num_miembro_padre,num_miembro_madre,estado_ocupacional,cat_ocupacional,calidad_ingresos_lab,ingreso_total_lab,calidad_ingresos_no_lab,ingreso_total_no_lab,calidad_ingresos_totales,ingresos_totales,calidad_ingresos_familiares,ingresos_familiares,ingreso_per_capita_familiar,estado_educativo,sector_educativo,nivel_actual,nivel_max_educativo,años_escolaridad,lugar_nacimiento,afiliacion_salud,cantidad_hijos_nac_vivos,ingreso_total_lab_USD,ingreso_total_no_lab_USD,ingresos_totales_USD,ingresos_familiares_USD,ingreso_per_capita_familiar_USD,ingresos_totales_USD_cat,sexo_Mujer,sexo_Varon,hijos_nacidos_vivos_No,hijos_nacidos_vivos_Si,sist_de_salud_Sistema privado,sist_de_salud_Sistema público
1,1,1,5,0,18,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,6000,3,6000,2,18000,9000,0,0,13,1,12,2,1,0,0.0,94.71191791633781,94.71191791633781,284.1357537490134,142.0678768745067,3,1,0,1,0,1,0
1,1,2,5,0,18,5,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,12000,3,12000,2,18000,9000,0,0,13,1,12,1,2,0,0.0,189.42383583267562,189.42383583267562,284.1357537490134,142.0678768745067,3,1,0,1,0,1,0
2,1,1,2,0,18,2,4,Padre no vive en el hogar,2,1,1,1,0,1,0,1,0,1,100000,33333,0,3,13,1,12,0,2,0,0.0,0.0,0.0,1578.5319652722967,526.1720599842147,4,0,1,1,0,1,0
2,1,2,2,0,50,6,6,No corresponde,No corresponde,2,0,3,70000,2,30000,2,100000,1,100000,33333,1,1,1,5,17,0,3,2,1104.9723756906078,473.559589581689,1578.5319652722967,1578.5319652722967,526.1720599842147,2,1,0,0,1,1,0
2,1,3,2,0,17,4,4,Padre no vive en el hogar,2,1,1,1,0,1,0,1,0,1,100000,33333,0,3,11,0,10,0,2,0,0.0,0.0,0.0,1578.5319652722967,526.1720599842147,4,0,1,1,0,1,0
3,1,1,10,0,18,2,5,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,2500,3,2500,2,46500,15500,1,1,1,0,8,0,1,1,0.0,39.46329913180742,39.46329913180742,734.017363851618,244.672454617206,3,1,0,0,1,1,0
3,1,2,10,0,21,0,5,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,44000,1,0,3,44000,2,46500,15500,1,1,1,3,12,0,1,0,694.5540647198105,0.0,694.5540647198105,734.017363851618,244.672454617206,2,0,1,1,0,1,0
3,1,3,10,0,1,1,2,2,1,1,1,0,0,0,0,0,0,2,46500,15500,2,1,1,6,0,0,1,0,0.0,0.0,0.0,734.017363851618,244.672454617206,4,1,0,1,0,1,0
4,1,1,15,0,19,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,5500,3,5500,2,11000,5500,0,3,11,0,11,0,4,0,0.0,86.81925808997632,86.81925808997632,173.63851617995263,86.81925808997632,3,1,0,1,0,0,1
4,1,2,15,0,15,4,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,5500,3,5500,2,11000,5500,0,3,11,0,9,0,4,0,0.0,86.81925808997632,86.81925808997632,173.63851617995263,86.81925808997632,3,1,0,1,0,0,1
5,1,1,8,0,19,2,4,Padre no vive en el hogar,Madre no vive en el hogar,2,0,2,28000,1,0,2,28000,1,28000,28000,0,0,12,1,13,1,1,0,441.9889502762431,0.0,441.9889502762431,441.9889502762431,441.9889502762431,2,1,0,1,0,1,0
5,2,1,8,0,23,2,4,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,25000,1,0,3,25000,2,25000,25000,0,0,12,1,13,1,1,0,394.6329913180742,0.0,394.6329913180742,394.6329913180742,394.6329913180742,1,1,0,1,0,1,0
6,1,1,13,0,19,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,13400,3,13400,2,21400,10700,0,0,13,1,12,2,1,0,0.0,211.52328334648777,211.52328334648777,337.8058405682715,168.90292028413575,1,1,0,1,0,1,0
6,1,2,13,0,18,4,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,8000,3,8000,2,21400,10700,0,0,13,1,12,2,1,0,0.0,126.28255722178373,126.28255722178373,337.8058405682715,168.90292028413575,3,1,0,1,0,1,0
7,1,1,12,0,19,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,20000,3,20000,2,20000,20000,0,2,13,1,12,0,2,0,0.0,315.70639305445934,315.70639305445934,315.70639305445934,315.70639305445934,1,0,1,1,0,1,0
8,1,1,3,0,19,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,20000,3,20000,2,20000,20000,0,0,13,1,12,1,1,0,0.0,315.70639305445934,315.70639305445934,315.70639305445934,315.70639305445934,1,0,1,1,0,1,0
9,1,1,2,0,19,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,10000,3,10000,2,10000,10000,0,0,13,1,12,2,1,0,0.0,157.85319652722967,157.85319652722967,157.85319652722967,157.85319652722967,3,1,0,1,0,1,0
10,1,1,2,0,19,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,3000,3,3000,2,3000,3000,0,0,13,1,12,2,2,0,0.0,47.355958958168905,47.355958958168905,47.355958958168905,47.355958958168905,3,1,0,1,0,1,0
11,1,1,1,0,19,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,11400,3,11400,2,29400,9800,0,3,13,1,13,0,4,0,0.0,179.95264404104182,179.95264404104182,464.08839779005524,154.6961325966851,3,0,1,1,0,0,1
11,1,2,1,0,20,4,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,10000,3,10000,2,29400,9800,0,0,13,1,13,1,1,0,0.0,157.85319652722967,157.85319652722967,464.08839779005524,154.6961325966851,3,0,1,1,0,1,0
11,1,3,1,0,19,5,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,8000,3,8000,2,29400,9800,0,3,13,1,13,1,1,0,0.0,126.28255722178373,126.28255722178373,464.08839779005524,154.6961325966851,3,0,1,1,0,1,0
12,1,1,1,0,19,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,30000,3,30000,2,30000,30000,0,2,13,1,12,1,1,0,0.0,473.559589581689,473.559589581689,473.559589581689,473.559589581689,2,1,0,1,0,1,0
13,1,1,1,0,19,2,3,Padre no vive en el hogar,Madre no vive en el hogar,0,1,1,0,3,10015,3,10015,2,10015,5008,1,1,1,2,7,0,4,1,0.0,158.0899763220205,158.0899763220205,158.0899763220205,79.05288082083662,3,1,0,0,1,0,1
13,1,2,1,0,1,1,2,Padre no vive en el hogar,1,1,1,0,0,0,0,0,0,2,10015,5008,2,1,1,6,0,0,4,0,0.0,0.0,0.0,158.0899763220205,79.05288082083662,4,0,1,1,0,0,1
14,1,1,6,0,19,2,4,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,22000,1,0,3,22000,2,22000,22000,1,1,1,0,11,6,1,0,347.27703235990526,0.0,347.27703235990526,347.27703235990526,347.27703235990526,1,0,1,1,0,1,0
15,1,1,1,1,19,2,5,Padre no vive en el hogar,Madre no vive en el hogar,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,9,0,4,1,0.0,0.0,0.0,0.0,0.0,4,1,0,0,1,0,1
15,1,2,1,1,25,0,5,No corresponde,No corresponde,2,0,1,0,1,0,1,0,0,0,0,1,1,1,3,12,5,4,0,0.0,0.0,0.0,0.0,0.0,4,0,1,1,0,0,1
15,1,3,1,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,2,1,1,6,0,2,4,0,0.0,0.0,0.0,0.0,0.0,4,1,0,1,0,0,1
16,1,1,7,0,19,2,4,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,25500,1,0,3,25500,2,25500,25500,1,1,1,3,12,5,1,0,402.52565114443564,0.0,402.52565114443564,402.52565114443564,402.52565114443564,1,0,1,1,0,1,0
17,1,1,2,0,19,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,30000,3,30000,2,30000,15000,1,1,1,3,12,2,1,0,0.0,473.559589581689,473.559589581689,473.559589581689,236.7797947908445,2,1,0,1,0,1,0
17,1,2,2,0,16,4,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,1,0,1,0,2,30000,15000,0,2,11,0,9,2,1,0,0.0,0.0,0.0,473.559589581689,236.7797947908445,4,1,0,1,0,1,0
18,1,1,1,1,19,2,5,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,24000,1,0,3,24000,2,26000,13000,1,1,1,0,8,0,4,0,378.84767166535124,0.0,378.84767166535124,410.41831097079717,205.20915548539858,1,0,1,1,0,0,1
18,1,2,1,1,17,0,5,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,2000,3,2000,2,26000,13000,0,0,11,0,8,0,4,0,0.0,31.570639305445933,31.570639305445933,410.41831097079717,205.20915548539858,3,1,0,1,0,0,1
19,1,1,1,0,19,2,3,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,5200,1,0,3,5200,2,5200,5200,1,1,1,3,12,2,1,0,82.08366219415943,0.0,82.08366219415943,82.08366219415943,82.08366219415943,3,1,0,1,0,1,0
19,2,1,1,0,78,2,1,No corresponde,No corresponde,2,0,3,45000,3,30000,3,75000,2,75000,75000,1,1,1,2,7,0,1,0,710.3393843725336,473.559589581689,1183.8989739542226,1183.8989739542226,1183.8989739542226,2,0,1,1,0,1,0
20,1,1,6,0,20,2,5,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,10000,3,15000,3,25000,2,55000,27500,0,0,13,1,13,0,1,0,157.85319652722967,236.7797947908445,394.6329913180742,868.1925808997632,434.0962904498816,1,1,0,1,0,1,0
20,1,2,6,0,20,0,5,Padre no vive en el hogar,Madre no vive en el hogar,2,4,3,10000,3,20000,3,30000,2,55000,27500,0,0,13,1,13,0,3,0,157.85319652722967,315.70639305445934,473.559589581689,868.1925808997632,434.0962904498816,2,1,0,1,0,1,0
21,1,1,3,0,20,2,4,Padre no vive en el hogar,Madre no vive en el hogar,0,1,1,0,3,4000,3,4000,2,4000,4000,0,2,13,1,12,1,2,0,0.0,63.14127861089187,63.14127861089187,63.14127861089187,63.14127861089187,3,0,1,1,0,1,0
22,1,1,12,0,20,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,22000,3,22000,2,22000,22000,0,0,13,1,12,2,1,0,0.0,347.27703235990526,347.27703235990526,347.27703235990526,347.27703235990526,1,0,1,1,0,1,0
23,1,1,14,0,20,2,4,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,10000,3,15000,3,25000,1,55000,27500,0,2,13,1,13,0,0,0,157.85319652722967,236.7797947908445,394.6329913180742,868.1925808997632,434.0962904498816,1,0,1,1,0,1,0
23,1,2,14,0,21,4,4,Padre no vive en el hogar,Madre no vive en el hogar,2,4,2,30000,1,0,2,30000,1,55000,27500,0,3,13,1,16,0,2,0,473.559589581689,0.0,473.559589581689,868.1925808997632,434.0962904498816,2,1,0,1,0,1,0
24,1,1,7,0,20,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,20000,3,20000,2,20000,20000,0,2,13,1,14,1,2,0,0.0,315.70639305445934,315.70639305445934,315.70639305445934,315.70639305445934,1,0,1,1,0,1,0
25,1,1,13,0,20,2,5,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,2,8000,2,8000,1,21000,10500,0,0,13,1,12,2,1,0,0.0,126.28255722178373,126.28255722178373,331.49171270718233,165.74585635359117,3,0,1,1,0,1,0
25,1,2,13,0,20,0,5,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,13000,1,0,3,13000,1,21000,10500,0,0,13,1,12,0,1,0,205.20915548539858,0.0,205.20915548539858,331.49171270718233,165.74585635359117,1,1,0,1,0,1,0
26,1,1,14,0,20,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,32300,3,32300,2,32300,32300,0,0,13,1,12,2,1,0,0.0,509.86582478295185,509.86582478295185,509.86582478295185,509.86582478295185,2,1,0,1,0,1,0
27,1,1,3,0,20,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,20000,3,20000,2,40000,20000,0,0,13,1,12,4,4,0,0.0,315.70639305445934,315.70639305445934,631.4127861089187,315.70639305445934,1,1,0,1,0,0,1
27,1,2,3,0,20,5,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,20000,3,20000,2,40000,20000,0,2,13,1,12,4,2,0,0.0,315.70639305445934,315.70639305445934,631.4127861089187,315.70639305445934,1,1,0,1,0,1,0
28,1,1,3,0,20,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,35000,3,35000,2,105000,35000,0,0,13,1,12,4,4,0,0.0,552.4861878453039,552.4861878453039,1657.4585635359115,552.4861878453039,2,0,1,1,0,0,1
28,1,2,3,0,22,5,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,40000,3,40000,2,105000,35000,0,2,13,1,12,4,4,0,0.0,631.4127861089187,631.4127861089187,1657.4585635359115,552.4861878453039,2,0,1,1,0,0,1
28,1,3,3,0,20,5,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,30000,3,30000,2,105000,35000,0,0,13,1,12,4,4,0,0.0,473.559589581689,473.559589581689,1657.4585635359115,552.4861878453039,2,0,1,1,0,0,1
29,1,1,1,0,20,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,6000,3,6000,2,6000,6000,0,0,13,1,14,2,3,0,0.0,94.71191791633781,94.71191791633781,94.71191791633781,94.71191791633781,3,0,1,1,0,1,0
30,1,1,2,0,20,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,30000,3,30000,2,30000,30000,0,0,13,1,12,2,2,0,0.0,473.559589581689,473.559589581689,473.559589581689,473.559589581689,2,0,1,1,0,1,0
31,1,1,2,0,20,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,20000,3,20000,2,20000,20000,0,0,13,1,12,1,1,0,0.0,315.70639305445934,315.70639305445934,315.70639305445934,315.70639305445934,1,1,0,1,0,1,0
32,1,1,1,0,20,2,4,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,25000,3,15000,3,40000,2,40000,40000,0,0,13,1,13,5,1,0,394.6329913180742,236.7797947908445,631.4127861089187,631.4127861089187,631.4127861089187,2,0,1,1,0,1,0
33,1,1,2,0,20,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,3,1000,2,30000,2,31000,1,56000,28000,0,0,13,1,13,2,2,0,15.785319652722967,473.559589581689,489.344909234412,883.9779005524862,441.9889502762431,2,1,0,1,0,1,0
33,1,2,2,0,23,4,4,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,25000,1,0,3,25000,1,56000,28000,0,0,13,1,15,2,3,0,394.6329913180742,0.0,394.6329913180742,883.9779005524862,441.9889502762431,1,0,1,1,0,1,0
34,1,1,10,0,20,2,4,Padre no vive en el hogar,Madre no vive en el hogar,2,4,3,15000,1,0,3,15000,2,64000,32000,1,1,1,0,10,1,4,0,236.7797947908445,0.0,236.7797947908445,1010.2604577742699,505.13022888713493,1,0,1,1,0,0,1
34,1,2,10,0,29,4,4,No corresponde,No corresponde,2,0,3,49000,1,0,3,49000,2,64000,32000,1,1,1,0,11,1,1,0,773.4806629834254,0.0,773.4806629834254,1010.2604577742699,505.13022888713493,2,0,1,1,0,1,0
35,1,1,7,1,20,2,5,Padre no vive en el hogar,2,1,1,3,400,3,7000,3,7400,2,14400,3600,1,1,1,0,10,0,4,1,6.314127861089187,110.49723756906077,116.81136543014996,227.30860299921073,56.82715074980268,3,1,0,0,1,0,1
35,1,2,7,1,42,6,4,No corresponde,No corresponde,1,1,1,0,3,7000,3,7000,2,14400,3600,2,1,1,6,0,0,1,2,0.0,110.49723756906077,110.49723756906077,227.30860299921073,56.82715074980268,3,1,0,0,1,1,0
35,1,3,7,1,16,4,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,1,0,1,0,2,14400,3600,1,1,1,4,5,0,4,0,0.0,0.0,0.0,227.30860299921073,56.82715074980268,4,0,1,1,0,0,1
35,1,4,7,1,2,1,2,Padre no vive en el hogar,1,1,1,0,0,0,0,0,0,2,14400,3600,2,1,1,6,0,0,4,0,0.0,0.0,0.0,227.30860299921073,56.82715074980268,4,0,1,1,0,0,1
36,1,1,3,0,20,2,5,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,20000,1,0,3,20000,2,33000,11000,1,1,1,3,12,0,1,0,315.70639305445934,0.0,315.70639305445934,520.9155485398579,173.63851617995263,1,0,1,1,0,1,0
36,1,2,3,0,18,0,5,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,13000,1,0,3,13000,2,33000,11000,1,1,1,0,9,6,1,1,205.20915548539858,0.0,205.20915548539858,520.9155485398579,173.63851617995263,1,1,0,0,1,1,0
36,1,3,3,0,1,1,2,1,2,1,1,0,0,0,0,0,0,2,33000,11000,2,1,1,6,0,0,4,0,0.0,0.0,0.0,520.9155485398579,173.63851617995263,4,1,0,1,0,0,1
37,1,1,15,0,20,2,5,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,25000,3,25000,1,25300,12650,1,1,1,0,11,0,4,0,0.0,394.6329913180742,394.6329913180742,399.3685872138911,199.68429360694554,1,1,0,1,0,0,1
37,1,2,15,0,25,0,5,No corresponde,No corresponde,2,0,2,300,1,0,2,300,1,25300,12650,1,1,1,5,17,5,1,0,4.73559589581689,0.0,4.73559589581689,399.3685872138911,199.68429360694554,3,1,0,1,0,1,0
38,1,1,1,1,20,2,4,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,12000,1,0,3,12000,2,12000,12000,1,1,1,3,12,0,4,0,189.42383583267562,0.0,189.42383583267562,189.42383583267562,189.42383583267562,3,1,0,1,0,0,1
39,1,1,7,0,20,2,5,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,10000,1,0,3,10000,2,10000,5000,1,1,1,1,13,5,4,0,157.85319652722967,0.0,157.85319652722967,157.85319652722967,78.92659826361484,3,1,0,1,0,0,1
39,1,2,7,0,21,0,5,Padre no vive en el hogar,Madre no vive en el hogar,2,0,1,0,1,0,1,0,2,10000,5000,1,1,1,3,12,5,4,0,0.0,0.0,0.0,157.85319652722967,78.92659826361484,4,0,1,1,0,0,1
40,1,1,7,1,21,2,0,Padre no vive en el hogar,Madre no vive en el hogar,2,0,1,0,1,0,1,0,2,19000,6333,0,3,12,1,12,4,4,1,0.0,0.0,0.0,299.92107340173635,99.96842936069456,4,1,0,0,1,0,1
40,1,2,7,1,26,0,0,No corresponde,No corresponde,2,0,3,19000,1,0,3,19000,2,19000,6333,0,0,12,1,12,4,4,0,299.92107340173635,0.0,299.92107340173635,299.92107340173635,99.96842936069456,1,0,1,1,0,0,1
40,1,3,7,1,3,1,2,2,1,1,1,0,0,0,0,0,0,2,19000,6333,0,0,0,6,0,0,4,0,0.0,0.0,0.0,299.92107340173635,99.96842936069456,4,1,0,1,0,0,1
41,1,1,2,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,3,23000,3,5000,3,28000,2,28000,28000,0,2,12,1,12,2,3,0,363.06235201262825,78.92659826361484,441.9889502762431,441.9889502762431,441.9889502762431,2,0,1,1,0,1,0
41,2,1,2,0,24,2,4,Padre no vive en el hogar,Madre no vive en el hogar,0,1,1,0,3,20000,3,20000,2,20000,20000,0,2,13,1,16,2,1,0,0.0,315.70639305445934,315.70639305445934,315.70639305445934,315.70639305445934,1,0,1,1,0,1,0
42,1,1,3,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,0,1,1,0,3,6000,3,6000,2,6000,6000,0,0,13,1,15,2,1,0,0.0,94.71191791633781,94.71191791633781,94.71191791633781,94.71191791633781,3,1,0,1,0,1,0
43,1,1,5,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,1,0,1,0,2,63000,21000,0,2,13,1,13,6,2,0,0.0,0.0,0.0,994.4751381215469,331.49171270718233,4,1,0,1,0,1,0
43,1,2,5,0,24,4,4,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,28000,1,0,3,28000,2,63000,21000,0,0,13,1,15,0,1,0,441.9889502762431,0.0,441.9889502762431,994.4751381215469,331.49171270718233,2,0,1,1,0,1,0
43,1,3,5,0,23,5,4,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,35000,1,0,3,35000,2,63000,21000,0,0,13,1,16,2,3,0,552.4861878453039,0.0,552.4861878453039,994.4751381215469,331.49171270718233,2,0,1,1,0,1,0
44,1,1,14,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,40000,3,40000,2,40000,40000,0,0,13,1,14,1,2,0,0.0,631.4127861089187,631.4127861089187,631.4127861089187,631.4127861089187,2,1,0,1,0,1,0
45,1,1,13,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,3,19000,3,14000,3,33000,2,43000,21500,0,0,13,1,13,2,1,0,299.92107340173635,220.99447513812154,520.9155485398579,678.7687450670876,339.3843725335438,2,1,0,1,0,1,0
45,1,2,13,0,22,5,4,Padre no vive en el hogar,Madre no vive en el hogar,0,1,1,0,3,10000,3,10000,2,43000,21500,0,0,13,1,12,2,2,0,0.0,157.85319652722967,157.85319652722967,678.7687450670876,339.3843725335438,3,1,0,1,0,1,0
46,1,1,3,0,21,2,5,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,20000,3,20000,2,40000,20000,0,0,13,1,12,4,4,0,0.0,315.70639305445934,315.70639305445934,631.4127861089187,315.70639305445934,1,0,1,1,0,0,1
46,1,2,3,0,33,0,5,No corresponde,No corresponde,1,1,1,0,3,20000,3,20000,2,40000,20000,0,0,13,1,12,4,4,0,0.0,315.70639305445934,315.70639305445934,631.4127861089187,315.70639305445934,1,1,0,1,0,0,1
47,1,1,15,0,21,2,5,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,25000,1,0,3,25000,2,49000,24500,0,0,13,1,12,5,3,0,394.6329913180742,0.0,394.6329913180742,773.4806629834254,386.7403314917127,1,0,1,1,0,1,0
47,1,2,15,0,20,0,5,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,24000,1,0,3,24000,2,49000,24500,0,0,13,1,12,5,1,0,378.84767166535124,0.0,378.84767166535124,773.4806629834254,386.7403314917127,1,1,0,1,0,1,0
48,1,1,7,0,21,2,4,2,3,1,1,1,0,1,0,1,0,2,39000,13000,0,0,13,1,13,0,1,0,0.0,0.0,0.0,615.6274664561957,205.20915548539858,4,1,0,1,0,1,0
48,1,2,7,0,63,6,0,No corresponde,No corresponde,2,0,3,9000,3,30000,3,39000,2,39000,13000,1,1,1,0,7,6,1,0,142.0678768745067,473.559589581689,615.6274664561957,615.6274664561957,205.20915548539858,2,0,1,1,0,1,0
48,1,3,7,0,61,6,0,No corresponde,No corresponde,2,4,1,0,1,0,1,0,2,39000,13000,1,1,1,0,7,1,1,3,0.0,0.0,0.0,615.6274664561957,205.20915548539858,4,1,0,0,1,1,0
49,1,1,2,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,2,4,3,8000,3,10000,3,18000,2,18000,18000,0,0,13,1,13,1,1,0,126.28255722178373,157.85319652722967,284.1357537490134,284.1357537490134,284.1357537490134,1,1,0,1,0,1,0
50,1,1,1,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,2,0,1,0,3,25000,3,25000,2,25000,25000,0,2,13,1,12,0,0,0,0.0,394.6329913180742,394.6329913180742,394.6329913180742,394.6329913180742,1,0,1,1,0,1,0
51,1,1,2,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,5000,3,5000,2,10000,5000,0,0,13,1,12,1,4,0,0.0,78.92659826361484,78.92659826361484,157.85319652722967,78.92659826361484,3,0,1,1,0,0,1
51,1,2,2,0,18,4,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,5000,3,5000,2,10000,5000,0,0,13,1,12,1,4,0,0.0,78.92659826361484,78.92659826361484,157.85319652722967,78.92659826361484,3,1,0,1,0,0,1
52,1,1,2,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,2,4,3,10000,3,5000,3,15000,2,15000,15000,0,0,13,1,12,0,1,0,157.85319652722967,78.92659826361484,236.7797947908445,236.7797947908445,236.7797947908445,1,0,1,1,0,1,0
53,1,1,13,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,2,600,2,6600,2,7200,1,10200,5100,0,0,13,1,15,2,1,0,9.47119179163378,104.18310970797158,113.65430149960537,161.01026045777428,80.50513022888714,3,1,0,1,0,1,0
53,1,2,13,0,21,5,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,2,3000,2,3000,1,10200,5100,0,0,13,1,12,2,1,0,0.0,47.355958958168905,47.355958958168905,161.01026045777428,80.50513022888714,3,1,0,1,0,1,0
54,1,1,3,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,32000,3,32000,2,32000,32000,0,0,13,1,12,4,4,0,0.0,505.13022888713493,505.13022888713493,505.13022888713493,505.13022888713493,2,1,0,1,0,0,1
55,1,1,11,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,4000,3,8000,3,12000,2,12000,12000,0,0,13,1,14,0,1,0,63.14127861089187,126.28255722178373,189.42383583267562,189.42383583267562,189.42383583267562,3,1,0,1,0,1,0
56,1,1,2,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,20000,3,20000,2,55000,27500,0,0,13,1,14,0,1,0,0.0,315.70639305445934,315.70639305445934,868.1925808997632,434.0962904498816,1,1,0,1,0,1,0
56,1,2,2,0,22,4,4,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,15000,3,20000,3,35000,2,55000,27500,0,0,13,1,15,0,1,0,236.7797947908445,315.70639305445934,552.4861878453039,868.1925808997632,434.0962904498816,2,1,0,1,0,1,0
57,1,1,13,0,21,2,5,Padre no vive en el hogar,Madre no vive en el hogar,2,4,3,40000,1,0,3,40000,2,40000,13333,0,0,13,1,14,6,2,1,631.4127861089187,0.0,631.4127861089187,631.4127861089187,210.46566692975532,2,1,0,0,1,1,0
57,1,2,13,0,22,0,5,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,1,0,1,0,2,40000,13333,0,2,13,1,15,0,2,0,0.0,0.0,0.0,631.4127861089187,210.46566692975532,4,0,1,1,0,1,0
57,1,3,13,0,1,1,2,2,1,1,1,0,0,0,0,0,0,2,40000,13333,2,1,1,6,0,0,2,0,0.0,0.0,0.0,631.4127861089187,210.46566692975532,4,0,1,1,0,1,0
58,1,1,2,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,1,1,1,0,3,6000,3,6000,2,6000,6000,0,0,13,1,14,0,1,0,0.0,94.71191791633781,94.71191791633781,94.71191791633781,94.71191791633781,3,0,1,1,0,1,0
58,2,1,2,0,21,2,4,Padre no vive en el hogar,Madre no vive en el hogar,2,0,3,5200,3,7000,3,12200,2,12200,12200,0,0,13,1,14,0,2,0,82.08366219415943,110.49723756906077,192.5808997632202,192.5808997632202,192.5808997632202,1,0,1,1,0,1,0
58,3,1,2,0,26,2,4,No corresponde,No corresponde,2,4,3,9000,3,5000,3,14000,2,14000,14000,0,0,13,1,16,2,1,0,142.0678768745067,78.92659826361484,220.99447513812154,220.99447513812154,220.99447513812154,1,0,1,1,0,1,0
